id,geonameid,name,addrrecnum,address,zip,latitude,longitude
90170,NA,Lafayette Ave at I-44 Westbound,NA,I-44 at Lafayette Ave,NA,38.611340999999996,-90.20378449999998
90171,NA,I-44 at Lombard St,NA,I-44 at Lombard St,NA,38.61735249999999,-90.1915125
90172,NA,Lombard St at I-44,NA,I-44 at Lombard St,NA,38.61735249999999,-90.1915125
90173,NA,I-44 Northbound at Lombard St,NA,I-44 at Lombard St,NA,38.61735249999999,-90.1915125
90174,NA,Lombard St at I-44 Northbound,NA,I-44 at Lombard St,NA,38.61735249999999,-90.1915125
90175,NA,I-44 Southbound at Lombard St,NA,I-44 at Lombard St,NA,38.61735249999999,-90.1915125
90176,NA,Lombard St at I-44 Southbound,NA,I-44 at Lombard St,NA,38.61735249999999,-90.1915125
90177,NA,I-44 Eastbound at Lombard St,NA,I-44 at Lombard St,NA,38.61735249999999,-90.1915125
90178,NA,Lombard St at I-44 Eastbound,NA,I-44 at Lombard St,NA,38.61735249999999,-90.1915125
90179,NA,I-44 Westbound at Lombard St,NA,I-44 at Lombard St,NA,38.61735249999999,-90.1915125
90180,NA,Lombard St at I-44 Westbound,NA,I-44 at Lombard St,NA,38.61735249999999,-90.1915125
90181,NA,I-44 at Macklind Ave,NA,I-44 at Macklind Ave,NA,38.619136499999996,-90.27665350000001
90182,NA,Macklind Ave at I-44,NA,I-44 at Macklind Ave,NA,38.619136499999996,-90.27665350000001
90183,NA,I-44 Northbound at Macklind Ave,NA,I-44 at Macklind Ave,NA,38.619136499999996,-90.27665350000001
90184,NA,Macklind Ave at I-44 Northbound,NA,I-44 at Macklind Ave,NA,38.619136499999996,-90.27665350000001
90185,NA,I-44 Southbound at Macklind Ave,NA,I-44 at Macklind Ave,NA,38.619136499999996,-90.27665350000001
90186,NA,Macklind Ave at I-44 Southbound,NA,I-44 at Macklind Ave,NA,38.619136499999996,-90.27665350000001
90187,NA,I-44 Eastbound at Macklind Ave,NA,I-44 at Macklind Ave,NA,38.619136499999996,-90.27665350000001
90188,NA,Macklind Ave at I-44 Eastbound,NA,I-44 at Macklind Ave,NA,38.619136499999996,-90.27665350000001
90189,NA,I-44 Westbound at Macklind Ave,NA,I-44 at Macklind Ave,NA,38.619136499999996,-90.27665350000001
90190,NA,Macklind Ave at I-44 Westbound,NA,I-44 at Macklind Ave,NA,38.619136499999996,-90.27665350000001
90191,NA,I-44 at Market St,NA,I-44 at Market St,NA,38.6248155,-90.18743049999999
90192,NA,Market St at I-44,NA,I-44 at Market St,NA,38.6248155,-90.18743049999999
90193,NA,I-44 Northbound at Market St,NA,I-44 at Market St,NA,38.6248155,-90.18743049999999
90194,NA,Market St at I-44 Northbound,NA,I-44 at Market St,NA,38.6248155,-90.18743049999999
90195,NA,I-44 Southbound at Market St,NA,I-44 at Market St,NA,38.6248155,-90.18743049999999
90196,NA,Market St at I-44 Southbound,NA,I-44 at Market St,NA,38.6248155,-90.18743049999999
90197,NA,I-44 Eastbound at Market St,NA,I-44 at Market St,NA,38.6248155,-90.18743049999999
90198,NA,Market St at I-44 Eastbound,NA,I-44 at Market St,NA,38.6248155,-90.18743049999999
90199,NA,I-44 Westbound at Market St,NA,I-44 at Market St,NA,38.6248155,-90.18743049999999
90200,NA,Market St at I-44 Westbound,NA,I-44 at Market St,NA,38.6248155,-90.18743049999999
90201,NA,I-44 at Mississippi Ave,NA,I-44 at Mississippi Ave,NA,38.612238999999995,-90.2144715
90202,NA,Mississippi Ave at I-44,NA,I-44 at Mississippi Ave,NA,38.612238999999995,-90.2144715
90203,NA,I-44 Northbound at Mississippi Ave,NA,I-44 at Mississippi Ave,NA,38.612238999999995,-90.2144715
90204,NA,Mississippi Ave at I-44 Northbound,NA,I-44 at Mississippi Ave,NA,38.612238999999995,-90.2144715
90205,NA,I-44 Southbound at Mississippi Ave,NA,I-44 at Mississippi Ave,NA,38.612238999999995,-90.2144715
90206,NA,Mississippi Ave at I-44 Southbound,NA,I-44 at Mississippi Ave,NA,38.612238999999995,-90.2144715
90207,NA,I-44 Eastbound at Mississippi Ave,NA,I-44 at Mississippi Ave,NA,38.612238999999995,-90.2144715
90208,NA,Mississippi Ave at I-44 Eastbound,NA,I-44 at Mississippi Ave,NA,38.612238999999995,-90.2144715
90209,NA,I-44 Westbound at Mississippi Ave,NA,I-44 at Mississippi Ave,NA,38.612238999999995,-90.2144715
90210,NA,Mississippi Ave at I-44 Westbound,NA,I-44 at Mississippi Ave,NA,38.612238999999995,-90.2144715
90211,NA,I-44 at N 4th St,NA,I-44 at N 4th St,NA,38.634788,-90.18613349999998
