id,name,address,lat,lon
203,I-44 Northbound at Mississippi Ave,I-44 at Mississippi Ave,38.612238999999995,-90.2144715
204,Mississippi Ave at I-44 Northbound,I-44 at Mississippi Ave,38.612238999999995,-90.2144715
205,I-44 Southbound at Mississippi Ave,I-44 at Mississippi Ave,38.612238999999995,-90.2144715
206,Mississippi Ave at I-44 Southbound,I-44 at Mississippi Ave,38.612238999999995,-90.2144715
207,I-44 Eastbound at Mississippi Ave,I-44 at Mississippi Ave,38.612238999999995,-90.2144715
208,Mississippi Ave at I-44 Eastbound,I-44 at Mississippi Ave,38.612238999999995,-90.2144715
209,I-44 Westbound at Mississippi Ave,I-44 at Mississippi Ave,38.612238999999995,-90.2144715
210,Mississippi Ave at I-44 Westbound,I-44 at Mississippi Ave,38.612238999999995,-90.2144715
211,I-44 at N 4th St,I-44 at N 4th St,38.634788,-90.18613349999998
212,N 4th St at I-44,I-44 at N 4th St,38.634788,-90.18613349999998
213,I-44 Northbound at N 4th St,I-44 at N 4th St,38.634788,-90.18613349999998
214,N 4th St at I-44 Northbound,I-44 at N 4th St,38.634788,-90.18613349999998
215,I-44 Southbound at N 4th St,I-44 at N 4th St,38.634788,-90.18613349999998
216,N 4th St at I-44 Southbound,I-44 at N 4th St,38.634788,-90.18613349999998
217,I-44 Eastbound at N 4th St,I-44 at N 4th St,38.634788,-90.18613349999998
218,N 4th St at I-44 Eastbound,I-44 at N 4th St,38.634788,-90.18613349999998
219,I-44 Westbound at N 4th St,I-44 at N 4th St,38.634788,-90.18613349999998
220,N 4th St at I-44 Westbound,I-44 at N 4th St,38.634788,-90.18613349999998
221,I-44 at N Broadway,I-44 at N Broadway,38.6380935,-90.18634049999999
222,N Broadway at I-44,I-44 at N Broadway,38.6380935,-90.18634049999999
223,I-44 Northbound at N Broadway,I-44 at N Broadway,38.6380935,-90.18634049999999
224,N Broadway at I-44 Northbound,I-44 at N Broadway,38.6380935,-90.18634049999999
225,I-44 Southbound at N Broadway,I-44 at N Broadway,38.6380935,-90.18634049999999
226,N Broadway at I-44 Southbound,I-44 at N Broadway,38.6380935,-90.18634049999999
227,I-44 Eastbound at N Broadway,I-44 at N Broadway,38.6380935,-90.18634049999999
228,N Broadway at I-44 Eastbound,I-44 at N Broadway,38.6380935,-90.18634049999999
229,I-44 Westbound at N Broadway,I-44 at N Broadway,38.6380935,-90.18634049999999
230,N Broadway at I-44 Westbound,I-44 at N Broadway,38.6380935,-90.18634049999999
231,I-44 at N Memorial Dr,I-44 at N Memorial Dr,38.631012999999996,-90.18604799999999
232,N Memorial Dr at I-44,I-44 at N Memorial Dr,38.631012999999996,-90.18604799999999
233,I-44 Northbound at N Memorial Dr,I-44 at N Memorial Dr,38.631012999999996,-90.18604799999999
234,N Memorial Dr at I-44 Northbound,I-44 at N Memorial Dr,38.631012999999996,-90.18604799999999
235,I-44 Southbound at N Memorial Dr,I-44 at N Memorial Dr,38.631012999999996,-90.18604799999999
236,N Memorial Dr at I-44 Southbound,I-44 at N Memorial Dr,38.631012999999996,-90.18604799999999
237,I-44 Eastbound at N Memorial Dr,I-44 at N Memorial Dr,38.631012999999996,-90.18604799999999
238,N Memorial Dr at I-44 Eastbound,I-44 at N Memorial Dr,38.631012999999996,-90.18604799999999
239,I-44 Westbound at N Memorial Dr,I-44 at N Memorial Dr,38.631012999999996,-90.18604799999999
240,N Memorial Dr at I-44 Westbound,I-44 at N Memorial Dr,38.631012999999996,-90.18604799999999
241,I-44 at Nebraska Ave,I-44 at Nebraska Ave,38.61430299999999,-90.228106
242,Nebraska Ave at I-44,I-44 at Nebraska Ave,38.61430299999999,-90.228106
243,I-44 Northbound at Nebraska Ave,I-44 at Nebraska Ave,38.61430299999999,-90.228106
244,Nebraska Ave at I-44 Northbound,I-44 at Nebraska Ave,38.61430299999999,-90.228106
245,I-44 Southbound at Nebraska Ave,I-44 at Nebraska Ave,38.61430299999999,-90.228106
246,Nebraska Ave at I-44 Southbound,I-44 at Nebraska Ave,38.61430299999999,-90.228106
247,I-44 Eastbound at Nebraska Ave,I-44 at Nebraska Ave,38.61430299999999,-90.228106
248,Nebraska Ave at I-44 Eastbound,I-44 at Nebraska Ave,38.61430299999999,-90.228106
249,I-44 Westbound at Nebraska Ave,I-44 at Nebraska Ave,38.61430299999999,-90.228106
250,Nebraska Ave at I-44 Westbound,I-44 at Nebraska Ave,38.61430299999999,-90.228106
251,I-44 at Park Ave,I-44 at Park Ave,38.613265999999996,-90.19903649999999
252,Park Ave at I-44,I-44 at Park Ave,38.613265999999996,-90.19903649999999
253,I-44 Northbound at Park Ave,I-44 at Park Ave,38.613265999999996,-90.19903649999999
254,Park Ave at I-44 Northbound,I-44 at Park Ave,38.613265999999996,-90.19903649999999
255,I-44 Southbound at Park Ave,I-44 at Park Ave,38.613265999999996,-90.19903649999999
256,Park Ave at I-44 Southbound,I-44 at Park Ave,38.613265999999996,-90.19903649999999
257,I-44 Eastbound at Park Ave,I-44 at Park Ave,38.613265999999996,-90.19903649999999
258,Park Ave at I-44 Eastbound,I-44 at Park Ave,38.613265999999996,-90.19903649999999
259,I-44 Westbound at Park Ave,I-44 at Park Ave,38.613265999999996,-90.19903649999999
260,Park Ave at I-44 Westbound,I-44 at Park Ave,38.613265999999996,-90.19903649999999
261,I-44 at Pine St,I-44 at Pine St,38.62632049999999,-90.18669499999999
262,Pine St at I-44,I-44 at Pine St,38.62632049999999,-90.18669499999999
263,I-44 Northbound at Pine St,I-44 at Pine St,38.62632049999999,-90.18669499999999
264,Pine St at I-44 Northbound,I-44 at Pine St,38.62632049999999,-90.18669499999999
265,I-44 Southbound at Pine St,I-44 at Pine St,38.62632049999999,-90.18669499999999
266,Pine St at I-44 Southbound,I-44 at Pine St,38.62632049999999,-90.18669499999999
267,I-44 Eastbound at Pine St,I-44 at Pine St,38.62632049999999,-90.18669499999999
268,Pine St at I-44 Eastbound,I-44 at Pine St,38.62632049999999,-90.18669499999999
269,I-44 Westbound at Pine St,I-44 at Pine St,38.62632049999999,-90.18669499999999
270,Pine St at I-44 Westbound,I-44 at Pine St,38.62632049999999,-90.18669499999999
271,I-44 at Poplar St Brg,I-44 at Poplar St Brg,38.619989,-90.18967974999998
272,Poplar St Brg at I-44,I-44 at Poplar St Brg,38.619989,-90.18967974999998
273,I-44 Northbound at Poplar St Brg,I-44 at Poplar St Brg,38.619989,-90.18967974999998
274,Poplar St Brg at I-44 Northbound,I-44 at Poplar St Brg,38.619989,-90.18967974999998
275,I-44 Southbound at Poplar St Brg,I-44 at Poplar St Brg,38.619989,-90.18967974999998
276,Poplar St Brg at I-44 Southbound,I-44 at Poplar St Brg,38.619989,-90.18967974999998
277,I-44 Eastbound at Poplar St Brg,I-44 at Poplar St Brg,38.619989,-90.18967974999998
278,Poplar St Brg at I-44 Eastbound,I-44 at Poplar St Brg,38.619989,-90.18967974999998
279,I-44 Westbound at Poplar St Brg,I-44 at Poplar St Brg,38.619989,-90.18967974999998
280,Poplar St Brg at I-44 Westbound,I-44 at Poplar St Brg,38.619989,-90.18967974999998
281,I-44 at S 12th St,I-44 at S 12th St,38.609892999999985,-90.20864199999998
282,S 12th St at I-44,I-44 at S 12th St,38.609892999999985,-90.20864199999998
283,I-44 Northbound at S 12th St,I-44 at S 12th St,38.609892999999985,-90.20864199999998
284,S 12th St at I-44 Northbound,I-44 at S 12th St,38.609892999999985,-90.20864199999998
285,I-44 Southbound at S 12th St,I-44 at S 12th St,38.609892999999985,-90.20864199999998
286,S 12th St at I-44 Southbound,I-44 at S 12th St,38.609892999999985,-90.20864199999998
287,I-44 Eastbound at S 12th St,I-44 at S 12th St,38.609892999999985,-90.20864199999998
288,S 12th St at I-44 Eastbound,I-44 at S 12th St,38.609892999999985,-90.20864199999998
289,I-44 Westbound at S 12th St,I-44 at S 12th St,38.609892999999985,-90.20864199999998
290,S 12th St at I-44 Westbound,I-44 at S 12th St,38.609892999999985,-90.20864199999998
291,I-44 at S 39th St,I-44 at S 39th St,38.617150499999994,-90.24503049999998
292,S 39th St at I-44,I-44 at S 39th St,38.617150499999994,-90.24503049999998
293,I-44 Northbound at S 39th St,I-44 at S 39th St,38.617150499999994,-90.24503049999998
294,S 39th St at I-44 Northbound,I-44 at S 39th St,38.617150499999994,-90.24503049999998
295,I-44 Southbound at S 39th St,I-44 at S 39th St,38.617150499999994,-90.24503049999998
296,S 39th St at I-44 Southbound,I-44 at S 39th St,38.617150499999994,-90.24503049999998
297,I-44 Eastbound at S 39th St,I-44 at S 39th St,38.617150499999994,-90.24503049999998
298,S 39th St at I-44 Eastbound,I-44 at S 39th St,38.617150499999994,-90.24503049999998
299,I-44 Westbound at S 39th St,I-44 at S 39th St,38.617150499999994,-90.24503049999998
300,S 39th St at I-44 Westbound,I-44 at S 39th St,38.617150499999994,-90.24503049999998
301,I-44 at S 4th St,I-44 at S 4th St,38.61495899999999,-90.19430499999999
302,S 4th St at I-44,I-44 at S 4th St,38.61495899999999,-90.19430499999999
303,I-44 Northbound at S 4th St,I-44 at S 4th St,38.61495899999999,-90.19430499999999
304,S 4th St at I-44 Northbound,I-44 at S 4th St,38.61495899999999,-90.19430499999999
305,I-44 Southbound at S 4th St,I-44 at S 4th St,38.61495899999999,-90.19430499999999
306,S 4th St at I-44 Southbound,I-44 at S 4th St,38.61495899999999,-90.19430499999999
307,I-44 Eastbound at S 4th St,I-44 at S 4th St,38.61495899999999,-90.19430499999999
